Date,Category,Subcategory,Count,Days_To_Fix
2023-01-27,Fill-ins,Printer Toner Replacement Scheduling,1,1
2023-01-27,Fill-ins,Simple Form Template Updates,1,3
2023-01-27,Fill-ins,Wi-Fi Password Distribution Updates,5,3
2023-01-27,Fill-ins,Basic Documentation Formatting,2,3
2023-01-27,Fill-ins,Equipment Asset Tag Updates,1,1
2023-01-27,Fill-ins,Simple Calendar Template Updates,1,2
2023-01-27,Fill-ins,Basic File Organization Tasks,2,2
2023-01-27,Thankless Tasks,Legacy Report Format Manual Conversions,3,24
2023-01-27,Thankless Tasks,Custom Data Migration Script Maintenance,1,20
2023-01-27,Thankless Tasks,Complex Manual Data Reconciliation,1,42
2023-01-27,Thankless Tasks,Manual Quality Assurance Procedures,2,46
2023-01-27,Executive Support,Executive Dashboard Critical Problems,2,1
2023-01-27,Executive Support,Executive Assistant Technology Problems,1,1
2023-01-27,Executive Support,Strategic Planning Platform Critical Issues,4,2
2023-01-27,Business Operations,Vendor Payment Processing Issues,2,4
2023-01-27,User Support High,Finance Team System Access Problems,1,2
2023-01-27,User Support High,Executive Assistant Critical Tool Issues,4,1
2023-01-27,User Support High,Department Manager System Access Issues,4,2
2023-01-27,User Support Standard,Password Reset Requests,3,2
2023-01-27,User Support Standard,Software Installation Basic Help,5,2
2023-01-27,User Support Standard,Printer Setup Basic Assistance,4,1
2023-01-27,User Support Standard,VPN Connection Standard Help,3,2
2023-01-27,User Support Standard,Phone System Basic Setup,8,1
2023-01-27,User Support Standard,Mobile Device Standard Configuration,2,2
2023-01-27,User Support Standard,Basic Training Standard Sessions,8,1
2023-01-28,Quick Wins,Password Policy Automation,3,6
2023-01-28,Quick Wins,Automated Backup Monitoring,3,4
2023-01-28,Quick Wins,Memory Usage Alert Thresholds,2,3
2023-01-28,Fill-ins,Equipment Cable Management,1,2
2023-01-28,Thankless Tasks,Manual Backup Process Maintenance,3,52
2023-01-28,User Support High,Sales Team Critical CRM Access Issues,1,4
2023-01-28,User Support High,Finance Team System Access Problems,1,3
2023-01-28,User Support High,Production Team System Down Issues,1,3
2023-01-28,User Support High,Revenue Team Critical System Problems,1,4
2023-01-28,User Support Standard,Email Configuration Standard Support,3,1
2023-01-29,Quick Wins,Self-Service Portal Implementation,3,2
2023-01-29,Quick Wins,Basic Security Patch Automation,5,3
2023-01-29,Quick Wins,Email Queue Monitoring,4,2
2023-01-29,Quick Wins,Network Bandwidth Monitoring,3,4
2023-01-29,Major Projects,Customer Data Platform Integration,1,108
2023-01-29,Fill-ins,Email Signature Template Updates,3,3
2023-01-29,User Support High,Customer Service Critical Tool Failures,3,1
2023-01-30,Quick Wins,Database Connection Pooling,4,8
2023-01-30,Quick Wins,API Rate Limiting Implementation,1,4
2023-01-30,Quick Wins,Basic Firewall Rule Optimization,3,7
2023-01-30,Fill-ins,Printer Toner Replacement Scheduling,2,3
2023-01-30,Fill-ins,Basic Hardware Inventory Updates,2,1
2023-01-30,Fill-ins,Meeting Room Equipment Basic Maintenance,1,3
2023-01-30,Fill-ins,Wi-Fi Password Distribution Updates,2,2
2023-01-30,Thankless Tasks,Manual Testing Process Maintenance,4,44
2023-01-30,Thankless Tasks,Custom Manual Reporting Procedures,1,45
2023-01-30,Thankless Tasks,Legacy Interface Manual Updates,2,32
2023-01-30,Thankless Tasks,Legacy Platform Manual Upgrades,4,53
2023-01-30,Business Operations,Payroll Processing System Failures,2,11
2023-01-30,Business Operations,Invoice Processing System Problems,2,11
2023-01-30,User Support High,Customer Service Critical Tool Failures,1,2
2023-01-30,User Support High,Production Team System Down Issues,2,1
2023-01-30,User Support High,Executive Assistant Critical Tool Issues,1,4
2023-01-30,User Support Standard,Password Reset Requests,7,2
2023-01-30,User Support Standard,Phone System Basic Setup,9,2
2023-01-30,User Support Standard,Account Creation Standard Requests,7,1
2023-01-31,Quick Wins,Password Policy Automation,1,5
2023-01-31,Quick Wins,Automated Backup Monitoring,3,4
2023-01-31,Quick Wins,Database Connection Pooling,3,6
2023-01-31,Quick Wins,Log Rotation Automation,3,2
2023-01-31,Quick Wins,Basic Security Patch Automation,5,5
2023-01-31,Quick Wins,Memory Usage Alert Thresholds,3,7
2023-01-31,Major Projects,Enterprise Data Warehouse Migration,1,174
2023-01-31,Fill-ins,Desktop Wallpaper Standardization,4,1
2023-01-31,Fill-ins,Simple Report Template Updates,2,2
2023-01-31,Fill-ins,Equipment Asset Tag Updates,1,2
2023-01-31,Fill-ins,Simple User Guide Updates,3,1
2023-01-31,Executive Support,Executive Dashboard Critical Problems,3,1
2023-01-31,Executive Support,Board Room AV System Failures,4,2
2023-01-31,User Support High,Production Team System Down Issues,3,3
2023-01-31,User Support High,Revenue Team Critical System Problems,2,4
2023-01-31,User Support Standard,Software Installation Basic Help,5,1
2023-01-31,User Support Standard,Email Configuration Standard Support,2,1
2023-01-31,User Support Standard,Phone System Basic Setup,3,1
2023-01-31,User Support Standard,Mobile Device Standard Configuration,5,1
2023-01-31,User Support Standard,Account Creation Standard Requests,3,1
2023-02-01,Quick Wins,Password Policy Automation,1,4
2023-02-01,Quick Wins,Basic Firewall Rule Optimization,4,7
2023-02-01,Major Projects,ERP System Total Overhaul,1,62
2023-02-01,Major Projects,Regulatory Compliance System Overhaul,1,134
2023-02-01,Major Projects,Mobile-First Application Complete Redesign,1,85
2023-02-01,Fill-ins,Desktop Wallpaper Standardization,4,2
2023-02-01,Fill-ins,Simple Form Template Updates,1,2
2023-02-01,Fill-ins,Meeting Room Equipment Basic Maintenance,1,2
2023-02-01,Fill-ins,Wi-Fi Password Distribution Updates,2,1
2023-02-01,Fill-ins,Simple Report Template Updates,4,2
2023-02-01,Fill-ins,Equipment Asset Tag Updates,2,3
2023-02-01,Fill-ins,Basic System Configuration Backups,4,3
2023-02-01,Fill-ins,Simple Calendar Template Updates,4,1
2023-02-01,Fill-ins,Simple User Guide Updates,2,1
2023-02-01,Thankless Tasks,Vendor-Specific Manual Customizations,4,37
2023-02-01,Thankless Tasks,Custom Manual Reporting Procedures,4,51
2023-02-01,Executive Support,Executive Travel System Critical Issues,1,1
2023-02-01,Executive Support,Strategic Planning Platform Critical Issues,1,1
2023-02-01,Business Operations,Invoice Processing System Problems,1,9
2023-02-01,User Support High,Revenue Team Critical System Problems,1,1
2023-02-01,User Support Standard,VPN Connection Standard Help,3,1
2023-02-01,User Support Standard,Mobile Device Standard Configuration,6,2
2023-02-01,User Support Standard,Basic Training Standard Sessions,2,2
2023-02-02,Quick Wins,Self-Service Portal Implementation,2,2
2023-02-02,Quick Wins,Log Rotation Automation,4,2
2023-02-02,Quick Wins,Network Bandwidth Monitoring,1,3
2023-02-02,Quick Wins,Automated Error Log Analysis,2,2
2023-02-02,Major Projects,Real-time Analytics Platform Development,1,65
2023-02-02,Major Projects,Mobile-First Application Complete Redesign,1,58
2023-02-02,Fill-ins,Email Signature Template Updates,2,3
2023-02-02,Fill-ins,Equipment Asset Tag Updates,3,1
2023-02-02,Fill-ins,Simple Calendar Template Updates,4,2
2023-02-02,Fill-ins,Basic File Organization Tasks,4,1
2023-02-02,Fill-ins,Equipment Cable Management,3,2
2023-02-02,Fill-ins,Simple User Guide Updates,5,1
2023-02-02,Thankless Tasks,Legacy Code Manual Refactoring,1,36
2023-02-02,Thankless Tasks,Legacy Interface Manual Updates,1,48
2023-02-02,Executive Support,C-Suite Technology Access Issues,4,1
2023-02-02,Executive Support,Strategic Reporting System Failures,4,1
2023-02-02,Business Operations,Payroll Processing System Failures,1,3
2023-02-02,Business Operations,Invoice Processing System Problems,1,8
2023-02-02,Business Operations,Vendor Payment Processing Issues,1,4
2023-02-02,User Support High,Production Team System Down Issues,5,1
2023-02-02,User Support Standard,Email Configuration Standard Support,6,2
2023-02-02,User Support Standard,Account Creation Standard Requests,6,2
2023-02-03,Quick Wins,Automated Backup Monitoring,1,2
2023-02-03,Quick Wins,Log Rotation Automation,1,6
2023-02-03,Quick Wins,Email Queue Monitoring,3,2
2023-02-03,Major Projects,Real-time Analytics Platform Development,1,70
2023-02-03,Fill-ins,Email Signature Template Updates,3,3
2023-02-03,Fill-ins,Desktop Wallpaper Standardization,2,1
2023-02-03,Fill-ins,Meeting Room Equipment Basic Maintenance,4,3
2023-02-03,Fill-ins,Basic System Configuration Backups,2,3
2023-02-03,Executive Support,C-Suite Technology Access Issues,1,2
2023-02-03,Executive Support,Executive Travel System Critical Issues,2,2
2023-02-03,Business Operations,Vendor Payment Processing Issues,2,8
2023-02-03,Business Operations,Facilities Management Critical Problems,1,11
2023-02-03,User Support High,Production Team System Down Issues,2,2
2023-02-03,User Support High,Department Manager System Access Issues,3,2
2023-02-03,User Support High,Critical Project Team Tool Failures,1,4
2023-02-03,User Support Standard,Software Installation Basic Help,4,1
2023-02-03,User Support Standard,Mobile Device Standard Configuration,1,1
2023-02-03,User Support Standard,Basic Training Standard Sessions,6,1
2023-02-04,Quick Wins,Basic Security Patch Automation,1,2
2023-02-04,Quick Wins,Email Queue Monitoring,1,7
2023-02-04,Quick Wins,Service Health Dashboard,3,3
2023-02-04,Major Projects,Zero-Trust Security Architecture,1,69
2023-02-04,Major Projects,Enterprise Content Management Overhaul,1,61
2023-02-04,Fill-ins,Wi-Fi Password Distribution Updates,1,1
2023-02-04,Executive Support,Leadership Portal Access Problems,2,1
2023-02-04,Executive Support,Executive Travel System Critical Issues,2,1
2023-02-04,Business Operations,Benefits Administration Critical Issues,3,10
2023-02-04,User Support High,Remote Access Critical VPN Problems,1,1
2023-02-04,User Support Standard,Printer Setup Basic Assistance,6,2
2023-02-05,Quick Wins,Log Rotation Automation,1,2
2023-02-05,Quick Wins,Service Health Dashboard,5,3
2023-02-05,Fill-ins,Meeting Room Equipment Basic Maintenance,2,2
2023-02-05,Fill-ins,Basic File Organization Tasks,2,1
2023-02-05,User Support High,Key Client Presentation System Issues,1,2
2023-02-05,User Support High,Revenue Team Critical System Problems,1,1
2023-02-05,User Support Standard,Software Installation Basic Help,1,2
2023-02-06,Quick Wins,Password Policy Automation,1,2
2023-02-06,Quick Wins,Email Queue Monitoring,8,8
2023-02-06,Fill-ins,Desktop Wallpaper Standardization,1,3
2023-02-06,Fill-ins,Simple Form Template Updates,2,3
2023-02-06,Fill-ins,Simple Calendar Template Updates,2,3
2023-02-06,Fill-ins,Equipment Cable Management,3,1
2023-02-06,Fill-ins,Simple User Guide Updates,3,1
2023-02-06,Thankless Tasks,Proprietary System Manual Integration,1,20
2023-02-06,Thankless Tasks,Manual Backup Process Maintenance,2,48
2023-02-06,Executive Support,Leadership Portal Access Problems,2,1
2023-02-06,User Support Standard,Email Configuration Standard Support,3,2
2023-02-06,User Support Standard,Printer Setup Basic Assistance,7,1
2023-02-06,User Support Standard,VPN Connection Standard Help,11,1
2023-02-06,User Support Standard,Phone System Basic Setup,8,2
2023-02-06,User Support Standard,Mobile Device Standard Configuration,9,2
2023-02-06,User Support Standard,Account Creation Standard Requests,6,2
2023-02-06,User Support Standard,Basic Training Standard Sessions,9,1
2023-02-07,Quick Wins,Database Connection Pooling,1,8
2023-02-07,Quick Wins,Load Balancer Health Checks,1,2
2023-02-07,Quick Wins,Certificate Expiration Alerts,3,3
2023-02-07,Quick Wins,Log Rotation Automation,1,5
2023-02-07,Quick Wins,Email Queue Monitoring,2,6
2023-02-07,Fill-ins,Email Signature Template Updates,4,2
2023-02-07,Fill-ins,Basic Hardware Inventory Updates,4,3
2023-02-07,Fill-ins,Equipment Asset Tag Updates,2,1
2023-02-07,Fill-ins,Basic System Configuration Backups,2,2
2023-02-07,Fill-ins,Simple Calendar Template Updates,1,2
2023-02-07,Fill-ins,Basic File Organization Tasks,3,1
2023-02-07,Fill-ins,Equipment Cable Management,2,1
2023-02-07,Thankless Tasks,Proprietary System Manual Integration,3,15
2023-02-07,Thankless Tasks,Manual Testing Process Maintenance,3,56
2023-02-07,Executive Support,Executive Dashboard Critical Problems,5,1
2023-02-07,Business Operations,Contract Management System Problems,4,2
2023-02-07,User Support High,Department Manager System Access Issues,3,2
2023-02-07,User Support High,Critical Project Team Tool Failures,4,4
2023-02-07,User Support Standard,Software Installation Basic Help,5,1
2023-02-07,User Support Standard,Phone System Basic Setup,5,1
2023-02-07,User Support Standard,Mobile Device Standard Configuration,3,2
2023-02-08,Quick Wins,Password Policy Automation,2,6
2023-02-08,Quick Wins,Database Connection Pooling,1,2
2023-02-08,Quick Wins,Load Balancer Health Checks,2,5
2023-02-08,Quick Wins,Email Queue Monitoring,4,8
2023-02-08,Quick Wins,Service Health Dashboard,3,7
2023-02-08,Major Projects,Complete Cloud Infrastructure Migration,1,75
2023-02-08,Major Projects,Enterprise Identity Management Platform,1,156
2023-02-08,Fill-ins,Basic Hardware Inventory Updates,1,1
2023-02-08,Fill-ins,Simple Form Template Updates,3,2
2023-02-08,Fill-ins,Wi-Fi Password Distribution Updates,1,3
2023-02-08,Fill-ins,Basic Documentation Formatting,1,2
2023-02-08,Fill-ins,Simple Report Template Updates,1,2
2023-02-08,Fill-ins,Equipment Asset Tag Updates,2,3
2023-02-08,Fill-ins,Basic System Configuration Backups,2,1
2023-02-08,Fill-ins,Simple Calendar Template Updates,3,2
2023-02-08,Fill-ins,Basic File Organization Tasks,4,1
2023-02-08,Thankless Tasks,Legacy Platform Manual Upgrades,3,21
2023-02-08,Executive Support,Strategic Reporting System Failures,3,1
2023-02-08,Executive Support,Executive Travel System Critical Issues,2,1
2023-02-08,Business Operations,Contract Management System Problems,4,2
2023-02-08,Business Operations,Asset Management System Issues,2,10
2023-02-08,User Support High,Finance Team System Access Problems,2,4
2023-02-08,User Support High,Customer Service Critical Tool Failures,3,2
2023-02-08,User Support High,Critical Project Team Tool Failures,1,3
2023-02-08,User Support Standard,Password Reset Requests,3,2
2023-02-08,User Support Standard,VPN Connection Standard Help,4,2
2023-02-08,User Support Standard,File Access Standard Permission Issues,5,2
2023-02-08,User Support Standard,Mobile Device Standard Configuration,4,1
2023-02-08,User Support Standard,Basic Training Standard Sessions,3,2
2023-02-09,Quick Wins,Password Policy Automation,2,3
2023-02-09,Major Projects,Multi-Site Disaster Recovery Implementation,1,155
2023-02-09,Major Projects,Enterprise AI/ML Platform Development,1,161
2023-02-09,Fill-ins,Printer Toner Replacement Scheduling,1,3
2023-02-09,Fill-ins,Simple Form Template Updates,4,2
2023-02-09,Fill-ins,Meeting Room Equipment Basic Maintenance,2,1
2023-02-09,Fill-ins,Wi-Fi Password Distribution Updates,1,1
2023-02-09,Fill-ins,Basic Documentation Formatting,3,3
2023-02-09,Fill-ins,Equipment Asset Tag Updates,2,1
2023-02-09,Fill-ins,Simple Calendar Template Updates,5,3
2023-02-09,Thankless Tasks,Manual Backup Process Maintenance,3,32
2023-02-09,Executive Support,C-Suite Technology Access Issues,3,1
2023-02-09,Business Operations,Invoice Processing System Problems,2,3
2023-02-09,Business Operations,Purchase Order System Critical Failures,2,4
2023-02-09,Business Operations,Travel Booking System Major Problems,5,6
